상권_코드,상권_코드_명,자치구_코드_명,행정동_코드_명,상권_구분_코드_명,점포당_매출액,log_sps,당월_매출_금액,log_sales,총_유동인구_수,총_상주인구_수,log_population,유동인구_밀도,상주인구_밀도,20_40_유동인구_비율,여성_유동인구_비율,월_평균_소득_금액,log_income,여가_지출_총금액,지출_총금액,유사_업종_점포_수,점포_수,경쟁강도,주말_매출_비율,영역_면적,sps_mean,sps_growth,sps_cagr,sps_cv,sps_trend_slope,store_growth,sales_mean,sales_growth,상권유형,trend_class,scale_class
3110021,성균관대학교,종로구,혜화동,골목상권,20088588.157894738,16.81566250823728,381683175,19.760101440244192,1537717.0,1887.0,14.24581005722964,198019.0586568798,242.99787521730732,0.6531852089818868,0.5686338903712451,2902668.0,14.881141216526663,38074560.0,1062083531.0,19,16,2.446719464297212,0.39465391158517793,77655,26222135.746760745,0.1167696875939242,0.0279947680916878,0.1779305493002935,502627.88762909645,-0.05,513139997.625,0.0609312032142278,성장상권,상승,大
3110022,경신고등학교,종로구,혜화동,골목상권,11883173.142857144,16.29063401995374,83182212,18.236544096878248,563332.0,1512.0,13.241626206514995,93604.73231198697,251.23791166794058,0.4725792250395859,0.5434432980906464,3478003.0,15.06196912398196,35771940.0,879563907.0,7,7,1.1631384799441693,0.2893558901751735,60182,13239766.327380951,0.366179770713567,0.0811276200163355,0.1567337246060909,213142.1339635855,0.0,88157971.8125,0.3661797707135669,기대상권,상승,中
3110023,서울대병원,종로구,이화동,골목상권,62611279.666666664,17.952456022178755,563501517,20.149680585318027,773298.0,538.0,13.558421057437103,484249.4833740372,336.9027490763354,0.5802161650489204,0.5725257274685827,3548230.0,15.081959727394825,16013724.0,430124011.0,9,3,5.63591959421379,0.16902463281212426,15969,66134502.59518624,-0.1187795933183753,-0.0311174449178016,0.2022040886607261,-1054211.0176995269,0.2857142857142857,565046006.0625,0.1329976657335174,전통강호상권,하락,大
3110024,혜회동주민센터,종로구,혜화동,골목상권,7946115.071428572,15.888193822779387,111245611,18.52725103553611,276546.0,979.0,12.530136067416056,52326.58467360454,185.24124881740775,0.4840207415764466,0.5534522285623368,3655720.0,15.111803895733916,19119069.0,526235130.0,14,13,2.649006622516556,0.35073110434891674,52850,8562158.352927955,-0.2517247057813442,-0.0699306094090773,0.23080050278703,-327376.80846320925,0.2727272727272727,121042186.875,-0.0476496255398926,쇠퇴상권,하락,小
3110027,혜화역 1번,종로구,이화동,골목상권,11028329.909090908,16.21597805694069,121311629,18.613873247306735,376769.0,2475.0,12.839390200680283,32018.30496375549,210.3286225387302,0.6036059229926029,0.5836387813222426,2786575.0,14.840324159978303,54193159.0,1443674534.0,11,10,0.934793877949912,0.36188282493510987,117673,19636339.553630047,-0.4682750090659625,-0.1460709893983581,0.3580766096929876,-1245236.2934098337,0.8333333333333334,155045762.5,-0.0251708499542645,쇠퇴상권,하락,中
3110028,이화달팽이길,종로구,이화동,골목상권,3895480.625,15.175327881760794,62327690,17.947916363337107,2097451.0,3535.0,14.556233832675472,131812.36017194137,222.15379201126166,0.4608193469120375,0.5078359399099193,2461097.0,14.716118149791239,70261739.0,2099016363.0,16,16,1.0055051406450315,0.18829687094131037,159124,8141595.152598443,-0.3252221258981893,-0.0936619595217385,0.3371742065526256,-44247.21155677655,0.2307692307692307,107696367.4375,-0.1695041549516175,쇠퇴상권,하락,小
3110029,동대문역 1번,종로구,창신2동,골목상권,46590.444444444445,10.74917220764522,419314,12.946377706427878,2751510.0,4928.0,14.82766077329333,179567.31710500555,321.608040201005,0.39429258843326026,0.5151342353834804,2098071.0,14.556529385747991,89632191.0,2352986552.0,9,9,0.5873523461463159,0.6363655876026081,153230,946518.7348710316,-0.9523333986126844,-0.5327454415220758,0.7150343529683546,-118424.67174953314,0.125,6881008.0,-0.94637507343927,쇠퇴상권,하락,小
3110035,동묘앞역 2번,종로구,숭인2동,골목상권,11003056.666666666,16.213683761833195,66018340,18.005443155324723,1292345.0,3098.0,14.071969729329753,134929.89068584974,323.4529489762892,0.44656109630168417,0.48915421191709646,2251484.0,14.627100556476387,76004204.0,1867544638.0,6,4,0.6264421219682812,0.3166995262225618,95779,15095418.68048115,0.2515700755591207,0.0577031377166663,0.6640214538625306,-913893.5804079132,0.2,99395124.1875,0.5018840906709451,기대상권,상승,中
3110038,경향신문사,중구,소공동,골목상권,72200002.36363636,18.094950650450816,794200026,20.4928459106579,28993.0,11.0,10.274844191010843,7858.672376873662,2.981595424606294,0.555858310626703,0.5299555065015693,1554706.0,14.256797661404057,7297769.0,120364348.0,11,5,2.981595424606294,0.0964402448911529,36893,66573850.35575622,1.0386358615222815,0.194909227457658,0.2323786274509765,1876571.072949611,0.5714285714285714,598628335.5625,2.203570639535014,성장상권,상승,大
3110040,중구회현체육센터(정화예술대남산캠퍼스),중구,회현동,골목상권,23836535.2,16.98673009598112,119182676,18.596167974853298,155716.0,818.0,11.955795536190752,20423.913328611525,107.28994517457569,0.5166392663567007,0.5150016697063885,2645687.0,14.788441702872456,78208534.0,1230137661.0,5,5,0.6558065108470397,0.019440946266385227,76242,23728056.082291663,-0.0759557262632637,-0.0195550926995815,0.4254758871486484,1475040.2111029408,0.0,103649605.6875,-0.0759557262632637,정체상권,정체,大
3110041,남산케이블카,중구,명동,골목상권,17299796.85714286,16.666205374841525,242197156,19.305262650781508,302515.0,627.0,12.619889447616254,23170.572916666668,48.02389705882353,0.5095482868618085,0.5342148323223642,2435163.0,14.705524663360205,23365183.0,597007525.0,14,14,1.0723039215686274,0.27411851607373955,130560,14455232.685668498,0.9075965600762652,0.1752266540313138,0.1939037991294978,219013.68448879555,0.0,193575629.625,0.9075965600762652,기대상권,상승,中
3110043,충무초등학교,중구,장충동,골목상권,5529090.1875,15.525534017768623,88465443,18.298122570450687,856027.0,2312.0,13.660058364869283,77779.62528848425,210.0710534445474,0.6812460354638347,0.4819626016469107,2824585.0,14.853872363150806,61370630.0,1564568535.0,16,10,1.4537789165712622,0.17110856495682727,110058,5940563.307606196,0.1320962789693623,0.0315038202035982,0.1340747437529804,-21064.164058574184,0.6,78113837.5625,0.8113540463509799,기대상권,상승,小
3110045,동대문역사문화공원역 5번,중구,장충동,골목상권,817208.0,13.613650155080817,4086040,15.223087088572699,402066.0,870.0,12.904374020380478,89706.82730923695,194.10977242302542,0.5784572682096969,0.5174498714141459,2461667.0,14.716349726917818,11669162.0,354161658.0,5,5,1.1155734047300312,0.2713348376423138,44820,675287.8848214286,0.0376537302643079,0.0092833595164147,0.2761164478576708,10992.2331162465,-0.1666666666666666,3895931.875,-0.1352885581130767,정체상권,정체,小
3110048,장충동주민센터,중구,장충동,골목상권,1703998.6,14.348488751629587,8519993,15.957926194579898,1025075.0,2331.0,13.840277314147405,75592.15668923204,171.89504889164195,0.575201814501378,0.5185532765895179,2981152.0,14.907820696401828,64620586.0,1413011253.0,5,4,0.36871524858782057,0.08748164464454372,135606,2177759.1074404763,-0.0346289748646411,-0.0087719919753634,0.2829873062889159,7298.289698879555,-0.1666666666666666,13001370.5,-0.1955241457205343,정체상권,정체,小
3110049,장충단 고개,중구,다산동,골목상권,9779816.466666667,16.095831377896815,146697247,18.803881483564382,590143.0,1962.0,13.288121853898813,83479.69388765507,277.53808722221436,0.5554823153032401,0.5288853718505515,2908231.0,14.883055894370768,43884730.0,1079848128.0,15,12,2.1218508197417,0.2768377037095999,70693,17483776.85893076,-0.2436712274053011,-0.0674381272942266,0.2202061731389554,152585.6114565311,0.25,269683844.125,-0.0545890342566264,쇠퇴상권,하락,中
3110054,청구역 3번,중구,청구동,골목상권,39438257.428571425,17.490246929233155,276067802,19.436157056554677,950941.0,1850.0,13.76520835123443,137508.64001156823,267.51500253054735,0.47605897737083586,0.542290215691615,3171413.0,14.969688103182044,89488697.0,2007417767.0,7,6,1.0122189284939629,0.3732516224402004,69155,18328796.266437728,2.0318579149902405,0.3195541326169853,0.3811207011616118,1118656.4140853265,-0.4166666666666667,202761498.4375,0.7685837837443069,기대상권,상승,中
3110056,신당역 3번,중구,신당5동,골목상권,8705040.5,15.979412898548134,104460486,18.464319443033165,1517594.0,4512.0,14.23263740292171,117091.97805674077,348.1293448656323,0.45629792948575176,0.5388898480094149,2376257.0,14.68103753942824,87615592.0,2345870071.0,12,10,0.9258759171958305,0.3153155251450773,129607,11148270.188888889,-0.0408176558956053,-0.0103644357890433,0.1546085347950939,10876.24133689838,0.3333333333333333,109773691.875,0.2789097921391929,정체상권,정체,中
3110058,성심여자고등학교,용산구,원효로2동,골목상권,10493282.444444444,16.166245938492683,94439542,18.36347043111863,1588739.0,3633.0,14.278451807209501,117146.36484294353,267.8808435334022,0.5184942271826902,0.5007354889632596,2911566.0,14.884201982187562,79535757.0,2194575007.0,9,8,0.6636189352602861,0.2583276928640759,135620,31032488.79563492,-0.554115451013724,-0.1828428109839344,0.3026558709434372,6891.7898459384105,0.5,235592071.0,-0.3311731765205859,전통강호상권,하락,大
3110059,새남터성지,용산구,이촌2동,골목상권,8198947.6,15.919516484501463,40994738,17.52895429936207,628671.0,1374.0,13.35136493703454,110351.23749341759,241.1795681937862,0.44666129024561335,0.5317868964848068,3266131.0,14.999116968107339,55255550.0,1460700558.0,5,4,0.877654906090925,0.45030908601001424,56970,11034111.616369046,-0.4132913367751076,-0.1248033931175719,0.3169783864308559,-657266.6094887954,-0.1666666666666666,68805094.625,-0.5110761139792563,쇠퇴상권,하락,中
3110060,효창공원앞역 6번,용산구,용문동,골목상권,4699096.7272727275,15.362881075330431,51690064,17.760776154668047,686105.0,3139.0,13.438787413721636,72435.83652699036,331.4013028009164,0.46980418449071204,0.5331501738072161,2822548.0,14.853150935351277,70910805.0,1779795689.0,11,11,1.161329828228761,0.3673543526663074,94719,6334576.070454546,-0.2223603699713219,-0.0609372876116147,0.2269038299860245,106052.38389483068,0.1,70871584.0625,-0.1445964069684542,쇠퇴상권,하락,小
3110061,효창동주민센터,용산구,효창동,골목상권,18641737.555555556,16.74091363302016,167775638,18.938138162673653,1221106.0,3725.0,14.01526838234092,121807.29982343962,371.574778800786,0.49535093595478197,0.5362040641844361,2979262.0,14.907186512457839,80000080.0,2000862980.0,9,8,0.897764566230087,0.41488946088823697,100249,12502681.568204366,-0.1240047925931943,-0.0325568976657644,0.5572271543273528,-600857.5274334733,0.125,92690402.375,-0.0145053916673436,쇠퇴상권,하락,中
3110062,한강로동땡땡거리(은행나무길),용산구,한강로동,골목상권,17653356.11627907,16.686436528145258,759094313,20.447636588509727,775412.0,1021.0,13.561151069618791,58440.50526061922,76.94974525941335,0.569183866125363,0.4975600068092833,2774795.0,14.836087788946907,27908314.0,776318976.0,43,42,3.2407826113171145,0.3084719184294561,132684,20583749.800379746,0.0150509931911788,0.0037416954368776,0.1594574579622834,-287334.6711478351,1.3888888888888888,623466886.6875,1.424844039290038,정체상권,정체,中
3110063,효창공원앞역 5번,용산구,용문동,골목상권,429466.28571428574,12.970300849203483,3006264,14.91620900242875,757789.0,2678.0,13.538161581385612,68684.48005510791,242.72856637873997,0.5486923140874307,0.5081506857449765,3009124.0,14.917159896789881,40668913.0,1162886145.0,7,6,0.6344660062177668,0.49652791637727095,110329,3947629.667782738,-0.9066277308058568,-0.4472172547497802,0.498589243043242,-316263.3886467087,0.0,28326554.375,-0.9066277308058568,쇠퇴상권,하락,小
3110064,효창공원앞역 2번,용산구,효창동,골목상권,17061380.666666668,16.65232808541585,153552426,18.8495526106526,1384197.0,2873.0,14.140631468510948,105222.12086659066,218.3960471303687,0.5230577728459171,0.5865270622606464,3243655.0,14.992211646671047,68962027.0,1617004489.0,9,8,0.6841505131128849,0.3025235824017525,131550,21472066.228882574,-0.5384016865285616,-0.1757365294466114,0.5002332832793969,-1859592.6862967915,-0.1818181818181818,217247065.4375,-0.6223286526142777,쇠퇴상권,하락,中
3110066,서울역 15번,용산구,청파동,골목상권,19680051.8125,16.795116133146774,314880829,19.567704807749486,1565392.0,2631.0,14.263647468642352,117050.03103105348,196.72940173624352,0.5417965595837976,0.4878707697496857,2448662.0,14.71105271927896,48684509.0,1451433018.0,16,15,1.1963779657088167,0.210718839920229,133737,14525357.594871797,1.5349768320086354,0.2618086452321302,0.290142155712662,753047.7659557477,0.4545454545454545,197478944.875,2.687239028376197,기대상권,상승,中
3110067,배문고등학교,용산구,청파동,골목상권,17068731.09090909,16.652758814970888,187756042,19.050654034508657,1921951.0,7386.0,14.468851894215089,93782.9859077956,360.40519967209275,0.5080863143753405,0.5274941973026368,2637062.0,14.785176355835027,158605506.0,4042325194.0,11,8,0.5367529375024398,0.5084249805393746,204936,12598198.759470044,2.0182907085688973,0.3180754366670686,0.2796012911655197,693492.4396193756,0.2222222222222222,137922501.625,2.689021977139763,기대상권,상승,中
3110068,남영역 1번,용산구,원효로1동,골목상권,33018078.136363637,17.312565822031377,726397719,20.403608246479912,1752821.0,4530.0,14.376737618531044,120624.65591279454,311.743008147985,0.617477198185097,0.5577026975372842,3433048.0,15.048959345568377,49502753.0,1394945162.0,22,21,1.5139837040299493,0.2907979781252589,145312,28554819.780624807,3.415464949458495,0.4495864153548354,0.2952504172598222,1256683.232631688,0.1578947368421052,568549255.1875,4.112643625688784,성장상권,상승,大
3110069,숙대입구,용산구,청파동,골목상권,29328136.019607842,17.194057921023155,1495734937,21.125883520319096,2474608.0,5123.0,14.721592961706826,142594.18469304263,295.2023141372118,0.64708794281761,0.6307055501315764,2684434.0,14.802980835476559,72275734.0,2091408330.0,51,38,2.938769865508062,0.2223370744197573,173542,27466654.31505858,0.2814464331548576,0.0639595427430212,0.1709901876718932,33155.179867801955,0.108695652173913,1413743308.75,0.4207340889325597,성장상권,상승,大
3110074,서울역 12번,용산구,남영동,골목상권,57971400.64705882,17.875460371858505,985513811,20.708673699679537,508168.0,3127.0,13.138569348401195,47975.68021751855,295.2172353241064,0.47455369090536986,0.4753880606413627,2756400.0,14.82943640125717,62216818.0,1534781017.0,17,9,1.6049545892260342,0.071281904135588,105922,42781995.22268742,0.4642376686785056,0.1000258572172096,0.2127182968763665,1650126.7168325123,-0.1052631578947368,749158126.75,0.3101073877649787,성장상권,상승,大
3110075,숙대입구역 1번,용산구,남영동,골목상권,36550093.85714286,17.41419433942736,511701314,20.053251643637175,830764.0,2732.0,13.630102242027352,64447.77161475505,211.9390248632714,0.5005356515207688,0.4850210167989947,2703737.0,14.81014581795939,59972887.0,1617334839.0,14,14,1.0860711376595167,0.2821360411828061,128905,36870734.59706439,1.8099665466275607,0.294718302600951,0.2855636488996711,1827891.8903720053,0.0769230769230769,461702943.0,2.0261178194450653,성장상권,상승,大
3110076,삼각지역 14번,용산구,한강로동,골목상권,76803719.0,18.156763634444843,230411157,19.25537591443282,78901.0,12.0,11.275961855055156,87775.05840471687,13.349649571698743,0.6277360236245422,0.47007008783158644,2029858.0,14.523476890477564,320212.0,12729189.0,3,2,3.3374123929246857,0.2803778681602645,8989,50686091.93958334,2.057317772631321,0.3223156721114442,0.3528960527039567,3477214.301470589,-0.5,195893336.1875,0.5286588863156605,성장상권,상승,大
3110077,삼광초등학교,용산구,후암동,골목상권,18006195.6,16.706226512173647,90030978,18.315664380178596,565980.0,1192.0,13.246315787717277,123584.51426949364,260.27905758019085,0.46427965652496556,0.5251669670306371,2851272.0,14.86327611918564,26131107.0,701686243.0,5,5,1.0917745703867066,0.391501622919169,45797,29557670.090625,-0.6330775955835624,-0.2217062235193608,0.2961904495098035,-1637041.5991911765,0.6666666666666666,126203947.1875,-0.3884626593059373,전통강호상권,하락,大
3110079,후암동주민센터,용산구,후암동,골목상권,13636182.1,16.428237339841186,545447284,20.117116722454174,2066294.0,9435.0,14.541267706464613,70512.11263952826,321.9685982507567,0.4974292138485617,0.5198364801911054,3120023.0,14.953351252063772,233254733.0,5816513606.0,40,35,1.3649967069454445,0.27902870261610835,293041,14254652.234830558,0.1640891285376182,0.0387153708690215,0.1238476291598858,-63176.780067266576,0.2121212121212121,537997019.3125,0.4110171255001433,기대상권,상승,中
3110081,해방촌 남동측,용산구,용산2가동,골목상권,13115923.358974358,16.389337649849715,511521011,20.052899221691113,1688440.0,2787.0,14.339316175940825,160788.4963336825,265.40329492429294,0.5434312146123048,0.5461816824998224,2556761.0,14.754252172115738,58080158.0,1722026054.0,39,36,3.713932006475574,0.4867832672468658,105010,15854952.92466166,-0.2589997352600999,-0.0721995244453925,0.1928184930908201,-533129.3569782235,1.0526315789473684,429691798.8125,0.5210005434134792,쇠퇴상권,하락,中
3110082,용산구청,용산구,이태원1동,골목상권,57583896.7,17.868753532764224,1151677934,20.864485789820545,347022.0,894.0,12.757146339153163,48780.151813325836,125.66769749789148,0.6564598209911764,0.4859144377013561,2938264.0,14.893329829061624,34739575.0,793578005.0,20,17,2.81135788585887,0.333888878694102,71140,42318908.62126456,1.6394314349037318,0.2746108063610384,0.3382050887474339,2749292.055304996,0.3333333333333333,793623477.0,2.519241913204976,성장상권,상승,大
3110083,서빙고역 1번,용산구,서빙고동,골목상권,2887569.25,14.87592596252057,11550277,16.262220063906486,80500.0,609.0,11.296024885689746,13725.022164632068,103.83277637591216,0.4990186335403727,0.49925465838509314,2562932.0,14.756662863763786,18391705.0,458293529.0,4,4,0.6819886789879288,0.2731950064920521,58652,9006777.802083332,-0.5428578858012769,-0.1777331002843458,0.41607955416135,-56393.39632352944,0.3333333333333333,28352962.0,-0.3904771810683692,쇠퇴상권,하락,小
3110084,경리단길북측,용산구,이태원2동,골목상권,7411346.260869565,15.818522797327226,170460964,18.954016884194576,1001368.0,3276.0,13.81687862173814,44362.299257946615,145.1323513124377,0.583265093352294,0.5365020651748408,2766235.0,14.832998109331426,71797673.0,1886525027.0,23,19,1.0189389744157713,0.39723816767808495,225725,13066528.85000599,-0.537257059354382,-0.1752260215656087,0.357641461889901,-664110.1042885637,0.2777777777777778,288375771.5,-0.4087173536194882,쇠퇴상권,하락,中
3110085,경리단길남측,용산구,이태원2동,골목상권,18624435.566666666,16.739985070318173,558733067,20.14118240007719,1242507.0,2602.0,14.032642475563984,68333.4433261838,143.10069845460046,0.6106822738221998,0.5294014440160095,2990558.0,14.910970884414416,90076581.0,2188939195.0,30,30,1.6498927569707968,0.41962985519881535,181830,22103231.881871928,0.0870703895649842,0.0210909254058282,0.1357774802811776,-322544.03983358794,0.0714285714285714,642334703.3125,0.1647182745339117,정체상권,정체,中
3110087,이태원엔틱가구거리,용산구,이태원1동,골목상권,98581383.6,18.406393004588192,492906918,20.01583090890717,200711.0,1097.0,12.209626323729472,38200.106581401546,208.78535267024475,0.5999720991873888,0.471837617270603,2513895.0,14.737344298939325,26972535.0,738082090.0,5,5,0.9516196566556279,0.3741718390732751,52542,115459771.38229167,-0.3588461141988047,-0.1051699301784611,0.3433421484279109,-6046792.329338234,0.6666666666666666,473355063.3125,0.0685898096686587,전통강호상권,하락,大
3110090,한국폴리텍대학서울정수캠퍼스,용산구,보광동,골목상권,10474830.25,16.164485913857508,41899321,17.550780203377197,607255.0,1917.0,13.31670572742491,62565.55291111592,197.50873180230582,0.4935603659088851,0.5035446394018988,3058691.0,14.93349793156496,59830991.0,1346925170.0,4,2,0.41212046281127973,0.28119226562167915,97059,15988387.075347222,0.3862278800763627,0.0850722511783295,0.3462378927037762,138555.3253594771,-0.2,109646328.0,0.1089823040610901,기대상권,상승,中
3110091,리움미술관,용산구,한남동,골목상권,40686549.333333336,17.521408137158875,366178944,19.718632692647855,247911.0,121.0,12.420829123467291,44959.46754683448,21.943744219364902,0.7052732633888774,0.5369951313172873,5476727.0,15.516018400308804,13699762.0,285909396.0,9,9,1.6321793221015215,0.41743202744066027,55141,51498899.66517857,0.6183853561663956,0.1278997100833339,0.3181805771533932,395492.5871031747,0.2857142857142857,429427733.25,1.080781172213937,성장상권,상승,大
3110093,우사단길,용산구,한남동,골목상권,14041643.111111112,16.457538051637034,252749576,19.34790974227295,1499974.0,4559.0,14.220958999266882,63891.75696858174,194.19171266952907,0.6259941838991876,0.49093450953149853,2777443.0,14.837041638276464,138332727.0,3403698511.0,18,16,0.7667143733387854,0.2969541875710209,234768,18066559.132311083,0.0992879624828413,0.0239479198928147,0.1514025324000805,108750.964393281,-0.1818181818181818,343842804.25,-0.1005825761504026,정체상권,정체,中
3110095,한강진역 3번,용산구,한남동,골목상권,11400000.310344828,16.249124028307246,330600009,19.61641977359923,429852.0,1557.0,12.97119856875702,28812.000643466137,104.36216419110944,0.6330992992937103,0.5434126164354243,4339790.0,15.283336748234989,77316424.0,1514634303.0,29,28,1.9438039573167463,0.48972173197974717,149192,12501179.959729869,-0.1691315647148955,-0.0452645135483722,0.2069501822294325,-349146.8580022595,0.3181818181818182,314152688.125,0.0952356646940013,쇠퇴상권,하락,中
